Engine RPM,MAP kPa,Torque,AFR Target F,AFR Target R,VE F,VE R,AFR Cmd F,AFR Cmd R,AFR Meas F,AFR Meas R,IAT F,Knock,VBatt,TPS
1500,98,30.0,120,121,24,22,14.7,14.7,12.4620379657052,12.713737735839974,100.0,0.0,13.9,100.0
1550,98,31.884645544687697,120,121,24,22,14.7,14.7,12.347467606139762,12.84752957448587,100.15,0.0,13.9,100.0
1600,98,33.7674311717588,120,121,24,22,14.7,14.7,12.594779421657753,12.273116181309797,100.3,0.0,13.9,100.0
1650,98,35.64649879911086,120,121,24,22,14.7,14.7,12.612454234177052,12.62475399292041,100.45,0.0,13.9,100.0
1700,98,37.51999401385825,120,121,24,22,14.7,14.7,12.572837087234872,12.568758971030054,100.6,0.0,13.9,100.0
1750,98,39.386067902413856,120,121,24,22,14.7,14.7,12.555601256450288,12.579755213425667,100.75,0.0,13.9,100.0
1800,98,41.242878875143475,120,121,24,22,14.7,14.7,12.516185647034051,12.459786964375894,100.9,0.0,13.9,100.0
1850,98,43.088594483792555,120,121,24,22,14.7,14.7,12.512847112008465,12.589188494456419,101.05,0.0,13.9,100.0
1900,98,44.921393229891294,120,121,24,22,14.7,14.7,12.20708148155261,12.351129843844369,101.2,0.0,13.9,100.0
1950,98,46.73946636235375,120,121,24,22,14.7,14.7,12.210112199948735,12.957852803889326,101.35,0.0,13.9,100.0
2000,98,48.54101966249685,120,121,24,22,14.7,14.7,12.795966947052566,12.560538152813841,101.5,0.0,13.9,100.0
2050,98,50.32427521471749,120,121,24,22,14.7,14.7,12.546245419848372,12.47262374042438,101.65,0.0,13.9,100.0
2100,98,52.08747316108068,120,121,24,22,14.7,14.7,12.824033627714782,12.540772176899482,101.8,0.0,13.9,100.0
2150,98,53.82887343808684,120,121,24,22,14.7,14.7,12.855121899555881,12.842732590759018,101.95,0.0,13.9,100.0
2200,98,55.546757493904366,120,121,24,22,14.7,14.7,12.754482465532615,12.67793804738289,102.1,0.0,13.9,100.0
2250,98,57.239429984372805,120,121,24,22,14.7,14.7,12.682093311390709,12.83660982267593,102.25,0.0,13.9,100.0
2300,98,58.905220446102916,120,121,24,22,14.7,14.7,12.806498247375426,12.540145295045683,102.4,0.0,13.9,100.0
2350,98,60.54248494502228,120,121,24,22,14.7,14.7,12.594030441769831,12.843450135095091,102.55,0.0,13.9,100.0
2400,98,62.14960769873979,120,121,24,22,14.7,14.7,12.335144442454403,12.66829743439716,102.7,0.0,13.9,100.0
2450,98,63.725002671127825,120,121,24,22,14.7,14.7,12.721270625823589,12.534296683963726,102.85,0.0,13.9,100.0
2500,98,65.26711513754839,120,121,24,22,14.7,14.7,12.772342845192311,12.417314329193614,103.0,0.0,13.9,100.0
2550,98,66.77442321917857,120,121,24,22,14.7,14.7,12.703714334215686,12.68392869828957,103.15,0.0,13.9,100.0
2600,98,68.24543938492138,120,121,24,22,14.7,14.7,12.507707963045377,12.754531406151871,103.3,0.0,13.9,100.0
2650,98,69.6787119194191,120,121,24,22,14.7,14.7,12.426879980574508,12.41614884727698,103.45,0.0,13.9,100.0
2700,98,71.07282635572132,120,121,24,22,14.7,14.7,12.287560384546323,12.576881999254866,103.6,0.0,13.9,100.0
